old_ids,new_ids,detected_count,product,generic_or_non_metabolic,in_isg2
Clo1313_0378,CLO1313_RS01915,1,ABC transporter ATP-binding protein,,['FE3abc']
Clo1313_2207,CLO1313_RS11195,1,adenosylmethionine--8-amino-7-oxononanoate transaminase,,['AMAOTr']
Clo1313_1235,CLO1313_RS06265,1,rod shape-determining protein RodA,,
Clo1313_1016,CLO1313_RS05180,1,nicotinate-nicotinamide nucleotide adenylyltransferase,,"['NMNAT', 'NNAT']"
Clo1313_0137,CLO1313_RS00715,1,radical SAM protein,,['CPPPGO2']
Clo1313_1962,CLO1313_RS09925,1,"type 3a, cellulose-binding protein",,
Clo1313_1417,CLO1313_RS07170,1,MerR family transcriptional regulator,y,
Clo1313_0604,CLO1313_RS03075,1,hypothetical protein,y,
Clo1313_1519,CLO1313_RS15605,1,DUF4264 domain-containing protein,,
Clo1313_0601,CLO1313_RS03060,1,hypothetical protein,y,
Clo1313_0595,CLO1313_RS03030,1,DUF975 domain-containing protein,,
Clo1313_0375,CLO1313_RS01900,1,ferredoxin,,
Clo1313_1786,CLO1313_RS09035,1,dockerin,,
Clo1313_2371,CLO1313_RS12015,1,hypothetical protein,y,
Clo1313_0192,CLO1313_RS00990,1,ATP synthase F1 subunit delta,,
Clo1313_2932,CLO1313_RS14900,1,hypothetical protein,y,
Clo1313_1426,CLO1313_RS07215,1,alpha-glycosidase,,
Clo1313_0226,CLO1313_RS01150,1,glycosyltransferase family 1 protein,,
Clo1313_2295,CLO1313_RS15675,1,transposase,,
Clo1313_1869,CLO1313_RS09450,1,hypothetical protein,y,
Clo1313_2211,CLO1313_RS11215,1,dethiobiotin synthase,,['DBTS']
Clo1313_2395,CLO1313_RS12135,1,phage major capsid protein,,
Clo1313_0154,CLO1313_RS00800,1,hypothetical protein,y,
Clo1313_2616,CLO1313_RS13280,1,hypothetical protein,y,
Clo1313_2976,CLO1313_RS15115,1,CRISPR-associated endoribonuclease Cas6,y,
Clo1313_1904,CLO1313_RS09635,1,glycoside hydrolase,,['AHEXASE3']
Clo1313_0092,CLO1313_RS00495,1,DNA topoisomerase III,,
Clo1313_1131,CLO1313_RS05745,1,amphi-Trp domain-containing protein,,
Clo1313_0042,CLO1313_RS00220,1,DNA repair exonuclease,y,
Clo1313_1294,CLO1313_RS06570,1,hypothetical protein,y,
Clo1313_0565,CLO1313_RS02890,1,hydrogenase formation protein HypD,,
Clo1313_1751,CLO1313_RS08855,1,flagellar export protein FliJ,,
Clo1313_1204,CLO1313_RS06125,1,peptidoglycan glycosyltransferase,,
Clo1313_1800,CLO1313_RS09105,1,dipicolinate synthase subunit B,,
Clo1313_0676,CLO1313_RS03500,1,hypothetical protein,y,
Clo1313_0593,CLO1313_RS03020,1,hypothetical protein,y,
Clo1313_2576,CLO1313_RS13080,1,polysaccharide deacetylase,,
Clo1313_1128,CLO1313_RS05730,1,glycosyltransferase family 1 protein,,
Clo1313_2868,CLO1313_RS14570,1,DNA-binding response regulator,y,
Clo1313_3021,CLO1313_RS15350,1,accessory gene regulator B,y,
Clo1313_0143,CLO1313_RS00745,1,glycosyl transferase,,
Clo1313_0088,CLO1313_RS00470,1,hypothetical protein,y,
Clo1313_2622,CLO1313_RS13315,1,hypothetical protein,y,
Clo1313_2812,CLO1313_RS14285,1,S-layer homology domain-containing protein,,
Clo1313_0680,CLO1313_RS03520,1,peptidase M56,,
Clo1313_2610,CLO1313_RS13255,1,magnesium transporter,,
Clo1313_2232,CLO1313_RS11340,1,sigma-70 family RNA polymerase sigma factor,y,
Clo1313_2711,CLO1313_RS13765,1,hypothetical protein,y,
Clo1313_1753,CLO1313_RS08865,1,flagellar biosynthesis protein,,
Clo1313_2382,CLO1313_RS12070,1,glycosyl hydrolase,,
Clo1313_2837,CLO1313_RS14395,1,carboxypeptidase regulatory-like domain-containing protein,y,
Clo1313_1382,CLO1313_RS07000,1,stage III sporulation protein AG,,
Clo1313_0618,CLO1313_RS03170,1,sensor histidine kinase,,
Clo1313_1955,CLO1313_RS09890,1,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_2983,CLO1313_RS15155,1,copper amine oxidase,,
Clo1313_2840,CLO1313_RS14410,1,acyltransferase,,
Clo1313_1425,CLO1313_RS07205,1,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_2398,CLO1313_RS12150,1,terminase,,
Clo1313_1300,CLO1313_RS06605,1,dockerin,,
Clo1313_2351,CLO1313_RS11930,1,sensor histidine kinase,,
Clo1313_2412,CLO1313_RS12220,1,HTH domain-containing protein,,
Clo1313_2115,CLO1313_RS10715,1,DNA-binding protein WhiA,,
Clo1313_2499,CLO1313_RS12660,1,sensor histidine kinase,,
Clo1313_2024,CLO1313_RS10245,1,glycosyltransferase family 2 protein,,
Clo1313_0208,CLO1313_RS01070,1,flagellar basal-body rod protein FlgG,,
Clo1313_0493,CLO1313_RS02500,1,ABC transporter,,
Clo1313_1634,CLO1313_RS08240,1,hypothetical protein,y,
Clo1313_0225,CLO1313_RS01145,1,murein biosynthesis integral membrane protein MurJ,,
Clo1313_2364,,1,,,
Clo1313_1456,CLO1313_RS07365,1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,,
Clo1313_0819,CLO1313_RS04220,1,serine/threonine protein phosphatase,,
Clo1313_1774,CLO1313_RS08970,1,peptidase U4,,
Clo1313_2174,CLO1313_RS11015,1,RNA polymerase sigma-I factor,y,
Clo1313_0735,CLO1313_RS03805,1,B12-binding domain-containing radical SAM protein,,['CPPPGO2']
Clo1313_0028,CLO1313_RS00150,1,glycosyl transferase family 39,,
Clo1313_0577,CLO1313_RS02940,1,elongation factor GreAB,y,
Clo1313_2494,CLO1313_RS12635,1,urea ABC transporter ATP-binding protein UrtD,,"['VALt2r', 'UREAabc', 'ILEt2r', 'GLNt2r', 'PROt2r', 'HISt2r', 'THRt2r', 'LEUt2r']"
Clo1313_2287,CLO1313_RS11615,1,hypothetical protein,y,
Clo1313_2091,CLO1313_RS10590,1,diguanylate cyclase,,['GGT']
Clo1313_1749,CLO1313_RS08845,1,flagellar hook-length control protein FliK,,
Clo1313_0437,CLO1313_RS02205,1,hypothetical protein,y,
Clo1313_1031,CLO1313_RS05255,1,dihydrofolate reductase,,"['DHFOR', 'THFOR2', 'THFOR1', 'DHFR2i', 'DHFR', 'DHFOR2']"
Clo1313_2889,CLO1313_RS14685,1,flagellar protein FlgN,,
Clo1313_0849,CLO1313_RS04360,1,glycosyl hydrolase,,['CELLULOSOME_TERM']
Clo1313_0289,CLO1313_RS01495,1,CopG family transcriptional regulator,y,
Clo1313_1958,CLO1313_RS09905,1,"type 3a, cellulose-binding protein",,
Clo1313_2098,CLO1313_RS10630,1,alpha/beta hydrolase,,
Clo1313_0286,CLO1313_RS01480,1,hypothetical protein,y,
Clo1313_1975,CLO1313_RS09990,1,DUF58 domain-containing protein,,
Clo1313_2170,CLO1313_RS10995,1,LTA synthase family protein,,
Clo1313_0712,CLO1313_RS03685,1,RNA pseudouridine synthase,,
Clo1313_1376,CLO1313_RS06970,1,stage III sporulation protein AA,,
Clo1313_0189,CLO1313_RS00975,1,F0F1 ATP synthase subunit A,,
Clo1313_0730,CLO1313_RS03780,1,D-alanyl-D-alanine carboxypeptidase,,
Clo1313_0107,CLO1313_RS00570,1,Rrf2 family transcriptional regulator,y,
Clo1313_0487,CLO1313_RS02470,1,energy-coupling factor transporter ATPase,y,['ARGt2r']
Clo1313_1336,CLO1313_RS06775,1,lytic transglycosylase,,
Clo1313_1857,CLO1313_RS09385,1,XRE family transcriptional regulator,y,
Clo1313_1639,CLO1313_RS15455,1,copper amine oxidase,,
Clo1313_2259,CLO1313_RS11480,1,methyl-accepting chemotaxis protein,y,
Clo1313_2720,CLO1313_RS13820,1,spore germination protein,,
Clo1313_1668,CLO1313_RS08425,1,DUF116 domain-containing protein,,
Clo1313_1950,CLO1313_RS09870,1,RNA pseudouridine synthase,,
Clo1313_1078,CLO1313_RS05485,1,transglutaminase,,
Clo1313_1432,CLO1313_RS07245,1,RNA-binding protein S4,,
Clo1313_1807,CLO1313_RS09140,1,hypothetical protein,y,
Clo1313_0376,CLO1313_RS01905,1,DUF1847 domain-containing protein,,
Clo1313_0373,CLO1313_RS01890,1,MtaA/CmuA family methyltransferase,,['TMAMT']
Clo1313_0976,CLO1313_RS04985,1,diguanylate cyclase,,['GGT']
Clo1313_2354,CLO1313_RS11945,1,iron ABC transporter substrate-binding protein,,
Clo1313_0037,CLO1313_RS00195,1,chemotaxis protein CheX,y,
Clo1313_0382,CLO1313_RS01935,1,pyruvate/ketoisovalerate oxidoreductase gamma subunit,,"['OBFOR', 'POR', 'NITROTOLDEG']"
Clo1313_0162,CLO1313_RS00840,1,ABC transporter substrate-binding protein,,
Clo1313_1381,CLO1313_RS06995,1,stage III sporulation protein AF,,
Clo1313_0895,CLO1313_RS04585,1,glycosyl transferase,,
Clo1313_0157,CLO1313_RS00815,1,hypothetical protein,y,
Clo1313_1276,CLO1313_RS06480,1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,,['CDGPT']
Clo1313_0374,CLO1313_RS01895,1,methylcobamide--CoM methyltransferase,,"['TMAMT', 'MCMMT']"
Clo1313_0936,CLO1313_RS04790,1,16S rRNA (uracil(1498)-N(3))-methyltransferase,,
Clo1313_0170,CLO1313_RS00880,1,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,,
Clo1313_2986,CLO1313_RS15175,1,YdcF family protein,,
Clo1313_0753,CLO1313_RS03895,1,hypothetical protein,y,
Clo1313_2861,CLO1313_RS14535,1,glycoside hydrolase family 2,,"['LCGHc', 'BGGHL', 'LACZ', 'KLCGH']"
Clo1313_2324,CLO1313_RS11795,1,Rrf2 family transcriptional regulator,y,
Clo1313_1681,CLO1313_RS08490,1,asparagine synthetase B,,"['ASNS1', 'ASNS2', 'GLUS']"
Clo1313_1584,CLO1313_RS07995,1,hypothetical protein,y,
Clo1313_2145,CLO1313_RS10875,1,hypothetical protein,y,
Clo1313_0271,CLO1313_RS01405,1,stage II sporulation protein E,,
Clo1313_2185,CLO1313_RS11070,1,copper amine oxidase,,
Clo1313_0412,CLO1313_RS02080,1,TipAS antibiotic-recognition domain protein,,
Clo1313_1047,CLO1313_RS05335,1,hypothetical protein,y,
Clo1313_0331,CLO1313_RS01705,1,ATP-dependent protease LonB,,
Clo1313_1784,CLO1313_RS09025,1,hypothetical protein,y,
Clo1313_1141,CLO1313_RS05795,1,sporulation protein YqfD,,
Clo1313_0485,CLO1313_RS02460,1,copper amine oxidase,,
Clo1313_0018,CLO1313_RS00105,1,DUF2508 domain-containing protein,,
Clo1313_2312,CLO1313_RS11745,1,enoyl-CoA hydratase/isomerase family protein,,"['ECOAH2c', 'HADCPCOAHL', 'ECOAH9ir', 'ECOAH7', 'ECOAH1', 'ECOAH4', 'ECH_3hivcoa', 'ECOAH3', 'MHECOAHL', 'ECOAH2', 'ECOAH5', 'ECOAH6']"
Clo1313_2877,CLO1313_RS14620,1,cyanophycin synthetase,,
Clo1313_1228,CLO1313_RS06240,1,tRNA pseudouridine(55) synthase TruB,,
Clo1313_2890,CLO1313_RS14690,1,flagellar export chaperone FliS,,
Clo1313_2240,CLO1313_RS11385,1,TetR family transcriptional regulator,y,
Clo1313_0841,CLO1313_RS04320,1,DNA-binding response regulator,y,
Clo1313_2007,,1,,,
Clo1313_0930,CLO1313_RS04760,1,coproporphyrinogen III oxidase,,['CPPPGO2']
Clo1313_0570,CLO1313_RS15535,1,4Fe-4S dicluster domain-containing protein,,['HYDA']
Clo1313_1822,CLO1313_RS09215,1,hypothetical protein,y,
Clo1313_1145,CLO1313_RS05815,1,cytidine deaminase,,"['CYTD', 'DCYTD']"
Clo1313_0754,CLO1313_RS03900,1,hypothetical protein,y,
Clo1313_0722,CLO1313_RS03735,1,hypothetical protein,y,
Clo1313_2212,CLO1313_RS11220,1,biotin synthase BioB,,['DBST']
Clo1313_2291,CLO1313_RS11635,1,ABC transporter permease,,
Clo1313_0372,CLO1313_RS01885,1,cobalamin-binding protein,,"['METS', 'TMAMT']"
Clo1313_0504,,1,,,
Clo1313_0026,CLO1313_RS00140,1,XRE family transcriptional regulator,y,
Clo1313_2210,CLO1313_RS11210,1,8-amino-7-oxononanoate synthase,,"['AOXSr', 'GLYAT']"
Clo1313_1970,CLO1313_RS09965,1,rhomboid family intramembrane serine protease,,
Clo1313_2430,CLO1313_RS12305,1,M23 family peptidase,,
Clo1313_1711,CLO1313_RS08655,1,sensor histidine kinase,,
Clo1313_0579,CLO1313_RS02950,1,histidine decarboxylase,,['HISDC']
Clo1313_2862,CLO1313_RS14540,1,HNH endonuclease,y,
Clo1313_2255,CLO1313_RS11460,1,PadR family transcriptional regulator,y,
Clo1313_1684,CLO1313_RS08505,1,LysR family transcriptional regulator,y,
Clo1313_1179,,1,,,
Clo1313_0080,CLO1313_RS00415,1,histidine phosphatase family protein,,"['PGM', 'RZ5PP']"
Clo1313_2422,CLO1313_RS12270,1,hypothetical protein,y,
Clo1313_2111,CLO1313_RS10695,1,RNA polymerase sporulation sigma factor SigF,y,
Clo1313_2614,CLO1313_RS13270,1,hypothetical protein,y,
Clo1313_2002,CLO1313_RS10130,1,hypothetical protein,y,
Clo1313_1744,CLO1313_RS08820,1,flagellar basal body-associated protein FliL,,
Clo1313_0526,CLO1313_RS02695,1,hypothetical protein,y,
Clo1313_2797,CLO1313_RS14210,1,hypothetical protein,y,
Clo1313_2642,CLO1313_RS13405,1,cell division protein FtsK,y,
Clo1313_2148,CLO1313_RS10890,1,serine phosphatase,,
Clo1313_0187,CLO1313_RS00965,1,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,,
Clo1313_2160,CLO1313_RS10945,1,PspC domain-containing protein,,
Clo1313_2233,CLO1313_RS11345,1,glycoside hydrolase,,
Clo1313_0197,CLO1313_RS01015,1,DUF2325 domain-containing protein,,
Clo1313_1909,CLO1313_RS09660,1,hypothetical protein,y,
Clo1313_2858,CLO1313_RS14520,1,carbohydrate-binding protein,,
Clo1313_0191,CLO1313_RS00985,1,ATP synthase subunit B,,
Clo1313_1125,CLO1313_RS05715,1,hypothetical protein,y,
Clo1313_2040,CLO1313_RS10325,1,hypothetical protein,y,
Clo1313_1486,CLO1313_RS07510,1,phosphopantetheine-protein transferase,,['ACPS1']
Clo1313_2541,CLO1313_RS12880,1,heavy metal transporter,,
Clo1313_2998,CLO1313_RS15235,1,lipopolysaccharide biosynthesis protein,,
Clo1313_0750,CLO1313_RS03880,1,CRISPR-associated protein,,
Clo1313_2951,CLO1313_RS14995,1,hypothetical protein,y,
Clo1313_1965,CLO1313_RS09940,1,hypothetical protein,y,
Clo1313_0499,CLO1313_RS02530,1,hypothetical protein,y,
Clo1313_2497,CLO1313_RS12650,1,urea ABC transporter substrate-binding protein,,['UREAabc']
Clo1313_1095,CLO1313_RS05560,1,TIGR00159 family protein,,
Clo1313_1733,CLO1313_RS08765,1,MinD/ParA family protein,,
Clo1313_1732,CLO1313_RS08760,1,flagellar brake protein,,
Clo1313_2206,,1,,,
Clo1313_3006,CLO1313_RS15275,1,N-acetyltransferase,,
Clo1313_2034,CLO1313_RS10300,1,4Fe-4S ferredoxin,,
Clo1313_2489,,1,,,
Clo1313_2260,CLO1313_RS11485,1,adenylate cyclase,,
Clo1313_0634,CLO1313_RS03245,1,class I SAM-dependent RNA methyltransferase,,
Clo1313_2154,CLO1313_RS10920,1,hypothetical protein,y,
Clo1313_0458,CLO1313_RS02325,1,30S ribosomal protein S14 type Z,,
Clo1313_2282,CLO1313_RS11585,1,leucine-rich repeat domain-containing protein,,
Clo1313_2473,CLO1313_RS12530,1,glycosyl hydrolase,,
Clo1313_0969,CLO1313_RS04950,1,hypothetical protein,y,
Clo1313_1886,CLO1313_RS09535,1,PHP domain-containing protein,,
Clo1313_2749,CLO1313_RS13970,1,hypothetical protein,y,
Clo1313_2796,CLO1313_RS14205,1,hypothetical protein,y,
Clo1313_0813,CLO1313_RS04190,1,histidine phosphatase family protein,,['PGM']
Clo1313_2196,CLO1313_RS11125,1,chemotaxis protein CheW,y,
Clo1313_2580,CLO1313_RS13100,1,amino acid adenylation protein,,
Clo1313_0267,,1,,,
Clo1313_0486,CLO1313_RS02465,1,recombinase family protein,,
Clo1313_1778,CLO1313_RS08990,1,cell division protein FtsQ,y,
Clo1313_0742,CLO1313_RS03840,1,phospholipase C,,
Clo1313_2175,CLO1313_RS11020,1,DUF3298 domain-containing protein,,
Clo1313_2713,CLO1313_RS13775,1,hypothetical protein,y,
Clo1313_0500,CLO1313_RS02535,1,pectinesterase,,
Clo1313_0307,CLO1313_RS01585,1,preprotein translocase subunit SecE,,
Clo1313_0160,CLO1313_RS00830,1,ABC transporter ATP-binding protein,,
Clo1313_0844,CLO1313_RS04335,1,spore coat protein,,
Clo1313_0236,CLO1313_RS01200,1,carboxylate--amine ligase,,
Clo1313_2811,CLO1313_RS14280,1,class I SAM-dependent methyltransferase,,
Clo1313_0334,CLO1313_RS01720,1,hypothetical protein,y,
Clo1313_1311,CLO1313_RS15595,1,six-cysteine peptide SCIFF,,
Clo1313_2972,CLO1313_RS15095,1,CRISPR-associated helicase/endonuclease Cas3,y,
Clo1313_2706,CLO1313_RS13740,1,hypothetical protein,y,
Clo1313_0147,CLO1313_RS00765,1,"CDP-glucose 4,6-dehydratase",,['CDPGLC46DH']
Clo1313_2793,CLO1313_RS14190,1,dockerin,,
Clo1313_2060,CLO1313_RS10435,1,dehydrogenase,,
Clo1313_1773,CLO1313_RS08965,1,RNA polymerase sporulation sigma factor SigE,y,
Clo1313_2557,CLO1313_RS12985,1,PilZ domain-containing protein,,
Clo1313_2014,CLO1313_RS10195,1,metallophosphoesterase,,
Clo1313_1327,CLO1313_RS06730,1,SAM-dependent methyltransferase,,
Clo1313_2113,CLO1313_RS10705,1,anti-sigma F factor antagonist,y,
Clo1313_1721,CLO1313_RS08705,1,hypothetical protein,y,
Clo1313_2368,,1,,,
Clo1313_1423,CLO1313_RS07195,1,DNA-binding response regulator,y,
Clo1313_1982,CLO1313_RS10025,1,DNA mismatch repair protein MutS,,
Clo1313_1479,CLO1313_RS07480,1,MATE family efflux transporter,,
Clo1313_1090,CLO1313_RS05540,1,4-hydroxy-tetrahydrodipicolinate reductase,,['DHDRPy']
Clo1313_0734,CLO1313_RS03800,1,tRNA-guanine transglycosylase,,
Clo1313_0878,,1,,,
Clo1313_2329,CLO1313_RS11820,1,ABC transporter ATP-binding protein,,
Clo1313_2081,CLO1313_RS10540,1,aldo/keto reductase,,
Clo1313_0015,CLO1313_RS00090,1,hypothetical protein,y,
Clo1313_1113,CLO1313_RS05655,1,prepilin-type cleavage/methylation domain-containing protein,,
Clo1313_0468,CLO1313_RS02375,1,RNA-binding protein,,
Clo1313_2042,CLO1313_RS10345,1,proteinase IV,,
Clo1313_0278,CLO1313_RS01445,1,stage V sporulation protein B,,
Clo1313_0365,CLO1313_RS01855,1,multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR,y,['RNMK']
Clo1313_1441,CLO1313_RS07290,1,GNAT family N-acetyltransferase,,
Clo1313_1544,CLO1313_RS07790,1,D-alanyl-D-alanine carboxypeptidase,,
Clo1313_1591,CLO1313_RS08030,1,hypothetical protein,y,
Clo1313_0239,CLO1313_RS01215,1,polysaccharide biosynthesis protein,,"['HOMBPAL', 'HDCDH', 'BHPR', 'ECOAH2c2', 'NHMSCOAH', 'HMBPAL', 'HCBPHAL', 'R05602', 'PP2MO', 'HICHCOAL', 'R04399']"
Clo1313_2204,CLO1313_RS11165,1,nucleotidyltransferase,,
Clo1313_1019,CLO1313_RS05195,1,ribosome silencing factor,y,
Clo1313_1303,CLO1313_RS06620,1,hypothetical protein,y,
Clo1313_2645,CLO1313_RS13420,1,hypothetical protein,y,
Clo1313_1700,CLO1313_RS08590,1,DNA-binding response regulator,y,
Clo1313_1039,CLO1313_RS05295,1,leucyl/phenylalanyl-tRNA--protein transferase,,
Clo1313_0916,CLO1313_RS04690,1,type II secretion system protein,,
Clo1313_3025,CLO1313_RS15390,1,nucleoid occlusion protein,,
Clo1313_2483,CLO1313_RS12580,1,RNA polymerase subunit sigma-24,,
Clo1313_1609,CLO1313_RS08120,1,ferrous iron transport protein A,,
Clo1313_2970,CLO1313_RS15085,1,type I-B CRISPR-associated endonuclease Cas1,y,
Clo1313_2651,CLO1313_RS13450,1,hypothetical protein,y,
Clo1313_2426,CLO1313_RS12285,1,ABC transporter ATP-binding protein,,['FE3abc']
Clo1313_2782,CLO1313_RS14135,1,multidrug transporter,,
Clo1313_0138,CLO1313_RS00720,1,radical SAM/SPASM domain-containing protein,,['CPPPGO2']
Clo1313_1339,CLO1313_RS06790,1,GGDEF domain-containing protein,,['GGT']
Clo1313_1585,CLO1313_RS08000,1,spore coat protein,,
Clo1313_0385,CLO1313_RS01950,1,2-ketoisovalerate ferredoxin oxidoreductase subunit beta,,"['OBFOR', 'POR', 'NITROTOLDEG']"
Clo1313_2659,CLO1313_RS13490,1,IS110 family transposase,,
Clo1313_1640,,1,,,
Clo1313_0470,CLO1313_RS02385,1,50S ribosomal protein L36,,
Clo1313_2502,CLO1313_RS12670,1,copper amine oxidase,,
Clo1313_1767,CLO1313_RS08935,1,hypothetical protein,y,
Clo1313_0820,CLO1313_RS04225,1,glycoside hydrolase family 1 protein,,"['CGGH', 'CLBH', 'BDG2HCGHD']"
Clo1313_0091,CLO1313_RS00490,1,peptidase U57,,
Clo1313_1126,CLO1313_RS05720,1,DUF3343 domain-containing protein,,
Clo1313_1555,CLO1313_RS07845,1,Ger(x)C family spore germination protein,,
Clo1313_1086,CLO1313_RS05525,1,PilZ domain-containing protein,,
Clo1313_2577,CLO1313_RS13085,1,non-ribosomal peptide synthetase,,"['IPOHCOAL', 'IPOCOAL', 'ADPCOAL', 'CMIPDCOAL', 'TMIPDCOAL', 'HPS', 'PAACOAL', 'CPCOAL', 'MG2abc', 'PECGONCOAT']"
Clo1313_2129,CLO1313_RS10795,1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,,
Clo1313_2209,CLO1313_RS11205,1,pimeloyl-CoA synthetase,,
