locus_tag,old_locus_tag,gene,product
CLO1313_RS10495,Clo1313_2072,,50S ribosomal protein L27
CLO1313_RS10500,Clo1313_2073,,ribosomal-processing cysteine protease Prp
CLO1313_RS10505,Clo1313_2074,rplU,50S ribosomal protein L21
CLO1313_RS10510,Clo1313_2075,,ribonuclease E/G
CLO1313_RS10515,Clo1313_2076,,hypothetical protein
CLO1313_RS10520,Clo1313_2077,,B12-binding domain-containing radical SAM protein
CLO1313_RS10525,Clo1313_2078,,DUF3048 domain-containing protein
CLO1313_RS10530,Clo1313_2079,,DUF1292 domain-containing protein
CLO1313_RS10535,Clo1313_2080,,Holliday junction resolvase RuvX
CLO1313_RS10540,Clo1313_2081,,aldo/keto reductase
CLO1313_RS10545,Clo1313_2082,,DUF965 domain-containing protein
CLO1313_RS10550,Clo1313_2083,,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
CLO1313_RS10555,Clo1313_2084,,HPr family phosphocarrier protein
CLO1313_RS10560,Clo1313_2085,,DUF523 domain-containing protein
CLO1313_RS10565,Clo1313_2086,rnr,ribonuclease R
CLO1313_RS10570,Clo1313_2087,,IS200/IS605 family transposase
CLO1313_RS10575,Clo1313_2088,,HDIG domain-containing protein
CLO1313_RS10580,Clo1313_2089,,preprotein translocase subunit SecG
CLO1313_RS10585,Clo1313_2090,,enolase
CLO1313_RS10590,Clo1313_2091,,diguanylate cyclase
CLO1313_RS10595,,,hypothetical protein
CLO1313_RS10600,Clo1313_2092,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
CLO1313_RS10605,Clo1313_2093,,triose-phosphate isomerase
CLO1313_RS10610,Clo1313_2094,pgk,phosphoglycerate kinase
CLO1313_RS10615,Clo1313_2095,gap,type I glyceraldehyde-3-phosphate dehydrogenase
CLO1313_RS10620,Clo1313_2096,,4'-phosphopantetheinyl transferase
CLO1313_RS10625,Clo1313_2097,,type I polyketide synthase
CLO1313_RS10630,Clo1313_2098,,alpha/beta hydrolase
CLO1313_RS10635,Clo1313_2099,,AMP-dependent synthetase
CLO1313_RS10640,Clo1313_2100,,ketoacyl-ACP synthase III
CLO1313_RS10645,Clo1313_2101,,acyl carrier protein
CLO1313_RS10650,Clo1313_2102,,ketoacyl-ACP synthase III
CLO1313_RS10655,Clo1313_2103,,diguanylate cyclase
CLO1313_RS10660,Clo1313_2104,trmL,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
CLO1313_RS10665,Clo1313_2105,,chemotaxis protein CheX
CLO1313_RS10670,Clo1313_2106,,stage V sporulation protein AE
CLO1313_RS10675,Clo1313_2107,spoVAE,stage V sporulation protein AE
CLO1313_RS10680,Clo1313_2108,spoVAD,stage V sporulation protein AD
CLO1313_RS10685,Clo1313_2109,spoVAC,stage V sporulation protein AC
CLO1313_RS10690,Clo1313_2110,,hypothetical protein
CLO1313_RS10695,Clo1313_2111,sigF,RNA polymerase sporulation sigma factor SigF
CLO1313_RS10700,Clo1313_2112,,anti-sigma F factor
CLO1313_RS10705,Clo1313_2113,spoIIAA,anti-sigma F factor antagonist
CLO1313_RS10710,Clo1313_2114,,HPr family phosphocarrier protein
CLO1313_RS10715,Clo1313_2115,whiA,DNA-binding protein WhiA
CLO1313_RS10720,Clo1313_2116,,glycogen debranching protein
CLO1313_RS10725,Clo1313_2117,,YvcK family protein
CLO1313_RS10730,Clo1313_2118,,RNase adaptor protein RapZ
CLO1313_RS10735,Clo1313_2119,,UDP-N-acetylenolpyruvoylglucosamine reductase
CLO1313_RS10740,Clo1313_2120,,phosphatase
CLO1313_RS10745,Clo1313_2121,hprK,HPr(Ser) kinase/phosphatase
CLO1313_RS10750,Clo1313_2122,,dockerin
CLO1313_RS10765,Clo1313_2123,,PilZ domain-containing protein
CLO1313_RS10770,Clo1313_2124,,"6,7-dimethyl-8-ribityllumazine synthase"
CLO1313_RS10775,Clo1313_2125,,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
CLO1313_RS10780,Clo1313_2126,,riboflavin synthase
CLO1313_RS10785,Clo1313_2127,ribD,riboflavin biosynthesis protein RibD
CLO1313_RS10790,Clo1313_2128,,hypothetical protein
CLO1313_RS10795,Clo1313_2129,,tRNA (guanosine(46)-N7)-methyltransferase TrmB
CLO1313_RS10800,Clo1313_2130,,NADH-dependent alcohol dehydrogenase
CLO1313_RS10805,Clo1313_2131,,hypothetical protein
CLO1313_RS10810,Clo1313_2132,metF,methylenetetrahydrofolate reductase [NAD(P)H]
CLO1313_RS10815,Clo1313_2133,,peptidase M50
CLO1313_RS10820,Clo1313_2134,,M23 family peptidase
CLO1313_RS10825,Clo1313_2135,,hypothetical protein
CLO1313_RS10830,Clo1313_2136,,methylglyoxal synthase
CLO1313_RS10835,Clo1313_2137,,cell division topological specificity factor
CLO1313_RS10840,Clo1313_2138,minD,septum site-determining protein MinD
CLO1313_RS10845,Clo1313_2139,,septum site-determining protein MinC
CLO1313_RS10850,Clo1313_2140,mrdA,penicillin-binding protein 2
CLO1313_RS10855,Clo1313_2141,mreD,rod shape-determining protein MreD
CLO1313_RS10860,Clo1313_2142,mreC,rod shape-determining protein MreC
CLO1313_RS10865,Clo1313_2143,,rod shape-determining protein
CLO1313_RS10870,Clo1313_2144,,maf-like protein
CLO1313_RS10875,Clo1313_2145,,hypothetical protein
CLO1313_RS10880,Clo1313_2146,,adaptor protein MecA
CLO1313_RS10885,Clo1313_2147,,hypothetical protein
CLO1313_RS10890,Clo1313_2148,,serine phosphatase
CLO1313_RS10895,Clo1313_2149,lon,endopeptidase La
CLO1313_RS10900,Clo1313_2150,,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
CLO1313_RS10905,Clo1313_2151,,chemotaxis protein CheW
CLO1313_RS10910,Clo1313_2152,,amidase
CLO1313_RS10915,Clo1313_2153,,hypothetical protein
CLO1313_RS10920,Clo1313_2154,,hypothetical protein
CLO1313_RS10925,Clo1313_2155,,YtxH domain-containing protein
CLO1313_RS10930,Clo1313_2156,,hypothetical protein
CLO1313_RS10935,,,RNA polymerase sigma factor
CLO1313_RS10940,Clo1313_2159,,hypothetical protein
CLO1313_RS10945,Clo1313_2160,,PspC domain-containing protein
CLO1313_RS10950,Clo1313_2161,,"cellulose 1,4-beta-cellobiosidase"
CLO1313_RS10955,Clo1313_2162,,asparagine--tRNA ligase
CLO1313_RS10960,Clo1313_2163,,aspartate--ammonia ligase
CLO1313_RS10965,Clo1313_2164,,peptidylprolyl isomerase
CLO1313_RS10970,Clo1313_2165,,NAD-dependent protein deacylase
CLO1313_RS10975,Clo1313_2166,,hypothetical protein
CLO1313_RS10980,Clo1313_2167,,hypothetical protein
CLO1313_RS10985,Clo1313_2168,,Na/Pi cotransporter family protein
CLO1313_RS10990,Clo1313_2169,,hypothetical protein
CLO1313_RS10995,Clo1313_2170,,LTA synthase family protein
CLO1313_RS11000,Clo1313_2171,,biotin transporter BioY
CLO1313_RS11005,Clo1313_2172,,hypothetical protein
CLO1313_RS11010,Clo1313_2173,,"type 3a, cellulose-binding protein"
CLO1313_RS11015,Clo1313_2174,sigI,RNA polymerase sigma-I factor
CLO1313_RS11020,Clo1313_2175,,DUF3298 domain-containing protein
CLO1313_RS11025,Clo1313_2176,,hypothetical protein
CLO1313_RS11030,Clo1313_2177,,hypothetical protein
CLO1313_RS15650,,,hypothetical protein
CLO1313_RS11035,Clo1313_2178,,hypothetical protein
CLO1313_RS11040,Clo1313_2179,,ribonucleotide-diphosphate reductase subunit alpha
CLO1313_RS11045,Clo1313_2180,,hypothetical protein
CLO1313_RS11050,Clo1313_2181,,GTP-binding protein
CLO1313_RS11055,Clo1313_2182,,hypothetical protein
CLO1313_RS11060,Clo1313_2183,,helix-turn-helix domain-containing protein
CLO1313_RS11065,Clo1313_2184,,copper amine oxidase
CLO1313_RS11070,Clo1313_2185,,copper amine oxidase
CLO1313_RS11075,Clo1313_2186,,hypothetical protein
CLO1313_RS11080,Clo1313_2187,,copper amine oxidase
CLO1313_RS11085,Clo1313_2188,,dockerin
CLO1313_RS11090,Clo1313_2189,,glycoside hydrolase
CLO1313_RS11095,Clo1313_2190,hydF,[FeFe] hydrogenase H-cluster maturation GTPase HydF
CLO1313_RS11100,Clo1313_2191,,DUF2935 domain-containing protein
CLO1313_RS11105,Clo1313_2192,,endoglucanase
CLO1313_RS11110,Clo1313_2193,,methyl-accepting chemotaxis protein
CLO1313_RS11115,Clo1313_2194,,chemotaxis protein CheW
CLO1313_RS11120,Clo1313_2195,,methyl-accepting chemotaxis protein
CLO1313_RS11125,Clo1313_2196,,chemotaxis protein CheW
CLO1313_RS11130,Clo1313_2197,,Hsp20/alpha crystallin family protein
CLO1313_RS11135,Clo1313_2198,,hydroxylamine reductase
CLO1313_RS11140,Clo1313_2199,,(Fe-S)-binding protein
CLO1313_RS11145,Clo1313_2200,,Crp/Fnr family transcriptional regulator
CLO1313_RS11150,Clo1313_2201,,small GTP-binding protein
CLO1313_RS11155,Clo1313_2202,,glycoside hydrolase
CLO1313_RS11160,Clo1313_2203,,hypothetical protein
CLO1313_RS11165,Clo1313_2204,,nucleotidyltransferase
CLO1313_RS11170,,,hypothetical protein
CLO1313_RS11175,,,chloride transporter
CLO1313_RS11180,,,hypothetical protein
CLO1313_RS11185,,,hypothetical protein
CLO1313_RS11190,,,para-aminobenzoate synthase
CLO1313_RS15655,,,hypothetical protein
CLO1313_RS11195,Clo1313_2207,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase
CLO1313_RS11200,Clo1313_2208,bioC,malonyl-[acyl-carrier protein] O-methyltransferase BioC
CLO1313_RS11205,Clo1313_2209,,pimeloyl-CoA synthetase
CLO1313_RS11210,Clo1313_2210,bioF,8-amino-7-oxononanoate synthase
CLO1313_RS11215,Clo1313_2211,bioD,dethiobiotin synthase
CLO1313_RS11220,Clo1313_2212,,biotin synthase BioB
CLO1313_RS11225,,,P-II family nitrogen regulator
CLO1313_RS11230,,,hypothetical protein
CLO1313_RS11235,Clo1313_2214,,DUF1538 domain-containing protein
CLO1313_RS11240,Clo1313_2215,,ferritin
CLO1313_RS11245,Clo1313_2216,,alpha-L-arabinofuranosidase
CLO1313_RS15660,,,hypothetical protein
CLO1313_RS11250,Clo1313_2217,,hypothetical protein
CLO1313_RS11255,,,sugar-binding protein
CLO1313_RS11260,,,hypothetical protein
CLO1313_RS11265,Clo1313_2219,,hypothetical protein
CLO1313_RS11270,,,hypothetical protein
CLO1313_RS11275,,,hypothetical protein
CLO1313_RS11280,Clo1313_2221,,hypothetical protein
CLO1313_RS11285,Clo1313_2222,,hypothetical protein
CLO1313_RS11290,,,hypothetical protein
CLO1313_RS11295,Clo1313_2223,,hypothetical protein
CLO1313_RS11300,Clo1313_2224,,IS256 family transposase ISCth4
CLO1313_RS11305,Clo1313_2225,,XRE family transcriptional regulator
CLO1313_RS11310,Clo1313_2226,,type II toxin-antitoxin system RelE/ParE family toxin
CLO1313_RS11315,,,RidA family protein
CLO1313_RS11320,Clo1313_2228,,peroxiredoxin
CLO1313_RS11325,Clo1313_2229,,ClbS/DfsB family four-helix bundle protein
CLO1313_RS11330,,,WYL domain-containing protein
CLO1313_RS11335,,,hypothetical protein
CLO1313_RS11340,Clo1313_2232,,sigma-70 family RNA polymerase sigma factor
CLO1313_RS11345,Clo1313_2233,,glycoside hydrolase
CLO1313_RS11350,Clo1313_2234,,endoglucanase
CLO1313_RS11355,Clo1313_2235,,NAD(P)H-dependent oxidoreductase
CLO1313_RS11360,,,hypothetical protein
CLO1313_RS11365,Clo1313_2237,,hypothetical protein
CLO1313_RS11370,Clo1313_2238,,hypothetical protein
CLO1313_RS11375,,,hypothetical protein
CLO1313_RS11380,Clo1313_2239,dcd,deoxycytidine triphosphate deaminase
CLO1313_RS11385,Clo1313_2240,,TetR family transcriptional regulator
CLO1313_RS11390,Clo1313_2241,,hypothetical protein
CLO1313_RS11395,Clo1313_2242,,hypothetical protein
CLO1313_RS11400,Clo1313_2243,,membrane protein
CLO1313_RS11405,Clo1313_2244,,Cof-type HAD-IIB family hydrolase
CLO1313_RS11410,Clo1313_2245,,hypothetical protein
CLO1313_RS11415,Clo1313_2246,,AraC family transcriptional regulator
CLO1313_RS11420,Clo1313_2247,,FprA family A-type flavoprotein
CLO1313_RS11425,Clo1313_2248,,8-oxo-dGTP diphosphatase MutT
CLO1313_RS11430,Clo1313_2249,,membrane protein
CLO1313_RS11435,Clo1313_2250,,methyl-accepting chemotaxis protein
CLO1313_RS11440,Clo1313_2251,,hypothetical protein
CLO1313_RS11445,Clo1313_2252,,DUF2812 domain-containing protein
CLO1313_RS11450,Clo1313_2253,,PadR family transcriptional regulator
CLO1313_RS11455,Clo1313_2254,,flavodoxin family protein
CLO1313_RS11460,Clo1313_2255,,PadR family transcriptional regulator
CLO1313_RS11465,Clo1313_2256,,EamA family transporter
CLO1313_RS11470,Clo1313_2257,,pyridoxamine 5'-phosphate oxidase-related FMN-binding
CLO1313_RS11475,Clo1313_2258,,hypothetical protein
CLO1313_RS11480,Clo1313_2259,,methyl-accepting chemotaxis protein
CLO1313_RS11485,Clo1313_2260,,adenylate cyclase
CLO1313_RS11490,Clo1313_2261,,ABC transporter ATP-binding protein
CLO1313_RS11495,Clo1313_2262,,ABC transporter ATP-binding protein
CLO1313_RS11500,Clo1313_2263,,MarR family transcriptional regulator
CLO1313_RS11505,Clo1313_2264,,hypothetical protein
CLO1313_RS11510,Clo1313_2265,,bacteriocin
CLO1313_RS11515,Clo1313_2266,,S-layer homology domain-containing protein
CLO1313_RS11520,Clo1313_2267,,phosphohydrolase
CLO1313_RS15665,Clo1313_2268,,hypothetical protein
CLO1313_RS11525,Clo1313_2269,,gamma-glutamylcyclotransferase
CLO1313_RS11530,Clo1313_2270,,ArsC family transcriptional regulator
CLO1313_RS11535,Clo1313_2271,,DUF438 domain-containing protein
CLO1313_RS11540,Clo1313_2272,,short-chain dehydrogenase
CLO1313_RS11545,Clo1313_2273,,DNA methylase N-4
CLO1313_RS11550,Clo1313_2274,,type II restriction endonuclease
CLO1313_RS11555,Clo1313_2275,,restriction endonuclease subunit M
CLO1313_RS11560,Clo1313_2276,,membrane protein
CLO1313_RS11565,,,GNAT family N-acetyltransferase
CLO1313_RS11570,Clo1313_2278,rsgA,ribosome small subunit-dependent GTPase A
CLO1313_RS11575,Clo1313_2280,,phosphodiesterase
CLO1313_RS15670,,,hypothetical protein
CLO1313_RS11585,Clo1313_2282,,leucine-rich repeat domain-containing protein
CLO1313_RS11590,Clo1313_2283,,class I SAM-dependent rRNA methyltransferase
CLO1313_RS11595,Clo1313_2284,,hypothetical protein
CLO1313_RS11600,Clo1313_2285,,hypothetical protein
CLO1313_RS11605,,,hypothetical protein
CLO1313_RS11610,Clo1313_2286,,copper amine oxidase
CLO1313_RS11615,Clo1313_2287,,hypothetical protein
CLO1313_RS11620,Clo1313_2288,,flavodoxin family protein
CLO1313_RS11625,Clo1313_2289,,glycosyl transferase family 1
CLO1313_RS11630,Clo1313_2290,,hypothetical protein
CLO1313_RS11635,Clo1313_2291,,ABC transporter permease
CLO1313_RS11640,Clo1313_2292,,ABC transporter ATP-binding protein
CLO1313_RS11645,Clo1313_2293,,sensor histidine kinase
CLO1313_RS11650,Clo1313_2294,,DNA-binding response regulator
CLO1313_RS15675,Clo1313_2295,,transposase
CLO1313_RS15680,,,hypothetical protein
CLO1313_RS11670,,,flavin reductase
CLO1313_RS15685,Clo1313_2297,,hypothetical protein
CLO1313_RS15805,,,hypothetical protein
CLO1313_RS11675,Clo1313_2298,,hypothetical protein
CLO1313_RS11680,Clo1313_2299,,ABC transporter permease
CLO1313_RS11685,Clo1313_2300,,ABC transporter ATP-binding protein
CLO1313_RS11690,Clo1313_2301,,hypothetical protein
CLO1313_RS11695,Clo1313_2302,,XRE family transcriptional regulator
CLO1313_RS11700,Clo1313_2303,,glutamine synthetase
CLO1313_RS11705,Clo1313_2304,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
CLO1313_RS11710,Clo1313_2305,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
CLO1313_RS11715,Clo1313_2306,,aspartyl/glutamyl-tRNA amidotransferase subunit C
CLO1313_RS11720,Clo1313_2307,,aspartate--tRNA ligase
CLO1313_RS11725,,,hypothetical protein
CLO1313_RS15690,,,SAM-dependent methyltransferase
CLO1313_RS15810,,,hypothetical protein
CLO1313_RS11735,Clo1313_2310,,DUF362 domain-containing protein
CLO1313_RS11740,Clo1313_2311,,DUF2871 domain-containing protein
CLO1313_RS11745,Clo1313_2312,,enoyl-CoA hydratase/isomerase family protein
CLO1313_RS11750,Clo1313_2314,,class I SAM-dependent methyltransferase
CLO1313_RS15815,Clo1313_2315,,group II intron reverse transcriptase/maturase
CLO1313_RS15695,,,hypothetical protein
CLO1313_RS11765,Clo1313_2317,,hypothetical protein
CLO1313_RS11770,Clo1313_2318,,flavin reductase
CLO1313_RS15700,,,MarR family transcriptional regulator
CLO1313_RS11775,Clo1313_2319,,methylated-DNA--[protein]-cysteine S-methyltransferase
CLO1313_RS15820,Clo1313_2320,,GNAT family N-acetyltransferase
CLO1313_RS11780,Clo1313_2321,,metal ABC transporter substrate-binding protein
CLO1313_RS11785,Clo1313_2322,,ABC transporter permease
CLO1313_RS11790,Clo1313_2323,,ABC transporter
CLO1313_RS11795,Clo1313_2324,,Rrf2 family transcriptional regulator
CLO1313_RS11800,Clo1313_2325,,PLP-dependent transferase
CLO1313_RS11805,Clo1313_2326,,cysteine synthase family protein
CLO1313_RS11810,Clo1313_2327,,DUF4418 domain-containing protein
CLO1313_RS11815,Clo1313_2328,,ABC transporter permease
CLO1313_RS11820,Clo1313_2329,,ABC transporter ATP-binding protein
CLO1313_RS11825,Clo1313_2330,,N-acetyltransferase
CLO1313_RS11830,Clo1313_2331,,oxidoreductase/nitrogenase component 1
CLO1313_RS11835,Clo1313_2332,,hydrogenase
CLO1313_RS11840,Clo1313_2333,,diguanylate cyclase
CLO1313_RS11845,Clo1313_2334,,radical SAM protein
CLO1313_RS11850,Clo1313_2335,,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
CLO1313_RS11855,Clo1313_2336,,ABC transporter substrate-binding protein
CLO1313_RS11860,Clo1313_2337,,ABC transporter permease
CLO1313_RS11865,Clo1313_2338,,ABC transporter ATP-binding protein
CLO1313_RS11870,Clo1313_2339,nifH,nitrogenase iron protein
CLO1313_RS11875,Clo1313_2340,,hypothetical protein
CLO1313_RS11880,Clo1313_2341,deoD,purine-nucleoside phosphorylase
CLO1313_RS11885,Clo1313_2342,,BMP family ABC transporter substrate-binding protein
CLO1313_RS11890,Clo1313_2343,,DUF3029 domain-containing protein
CLO1313_RS11895,Clo1313_2344,yjjW,YjjW family glycine radical enzyme activase
CLO1313_RS11900,Clo1313_2345,,ABC transporter ATP-binding protein
CLO1313_RS11905,Clo1313_2346,,ABC transporter permease
CLO1313_RS11910,Clo1313_2347,,ABC transporter permease
CLO1313_RS11915,Clo1313_2348,,cytidine deaminase
CLO1313_RS11920,Clo1313_2349,deoC,deoxyribose-phosphate aldolase
CLO1313_RS11925,Clo1313_2350,,DNA-binding response regulator
CLO1313_RS11930,Clo1313_2351,,sensor histidine kinase
CLO1313_RS11935,Clo1313_2352,,iron ABC transporter permease
CLO1313_RS11940,Clo1313_2353,,ABC transporter ATP-binding protein
CLO1313_RS11945,Clo1313_2354,,iron ABC transporter substrate-binding protein
CLO1313_RS11950,Clo1313_2355,,transcriptional regulator
CLO1313_RS11955,Clo1313_2356,,peptidase M56
CLO1313_RS11960,Clo1313_2358,,hypothetical protein
CLO1313_RS11965,Clo1313_2359,,glycerate kinase
CLO1313_RS15825,Clo1313_2360,,hypothetical protein
CLO1313_RS11970,Clo1313_2361,,hypothetical protein
CLO1313_RS11975,,,hypothetical protein
CLO1313_RS11980,,,hypothetical protein
CLO1313_RS11985,Clo1313_2365,,PglZ domain-containing protein
CLO1313_RS11990,Clo1313_2366,,helicase
CLO1313_RS11995,Clo1313_2367,,DNA methylase
CLO1313_RS12000,,,hypothetical protein
CLO1313_RS12005,Clo1313_2369,,IS3 family transposase
CLO1313_RS12010,Clo1313_2370,,DUF2971 domain-containing protein
CLO1313_RS12015,Clo1313_2371,,hypothetical protein
CLO1313_RS12020,Clo1313_2372,,hypothetical protein
CLO1313_RS12025,Clo1313_2373,,HNH endonuclease
CLO1313_RS12030,Clo1313_2374,,(deoxy)nucleoside triphosphate pyrophosphohydrolase
CLO1313_RS12035,Clo1313_2375,,IS30 family transposase
CLO1313_RS12040,Clo1313_2376,,recombinase family protein
CLO1313_RS12045,Clo1313_2377,,recombinase
CLO1313_RS12050,Clo1313_2378,,recombinase family protein
CLO1313_RS12055,Clo1313_2379,,hypothetical protein
CLO1313_RS12060,Clo1313_2380,,peptidoglycan-binding protein LysM
CLO1313_RS12065,Clo1313_2381,,hypothetical protein
CLO1313_RS12070,Clo1313_2382,,glycosyl hydrolase
CLO1313_RS12075,Clo1313_2383,,hypothetical protein
CLO1313_RS12080,Clo1313_2384,,hypothetical protein
CLO1313_RS12085,Clo1313_2385,,hypothetical protein
CLO1313_RS12090,Clo1313_2386,,phage tail family protein
CLO1313_RS12095,Clo1313_2387,,hypothetical protein
CLO1313_RS12100,Clo1313_2388,,hypothetical protein
CLO1313_RS12105,Clo1313_2389,,hypothetical protein
CLO1313_RS12110,Clo1313_2390,,phage tail protein
CLO1313_RS12115,Clo1313_2391,,hypothetical protein
CLO1313_RS12120,Clo1313_2392,,hypothetical protein
CLO1313_RS12125,Clo1313_2393,,head-tail adaptor protein
CLO1313_RS12130,Clo1313_2394,,phage gp6-like head-tail connector protein
CLO1313_RS12135,Clo1313_2395,,phage major capsid protein
CLO1313_RS12140,Clo1313_2396,,Clp protease ClpP
CLO1313_RS12145,Clo1313_2397,,phage portal protein
CLO1313_RS12150,Clo1313_2398,,terminase
CLO1313_RS12155,Clo1313_2399,,DUF5049 domain-containing protein
CLO1313_RS12160,Clo1313_2400,,gamma-glutamylcyclotransferase
CLO1313_RS12165,Clo1313_2401,,hypothetical protein
CLO1313_RS12170,Clo1313_2402,,DUF4314 domain-containing protein
CLO1313_RS12175,Clo1313_2403,,hypothetical protein
CLO1313_RS12180,Clo1313_2404,,hypothetical protein
CLO1313_RS12185,Clo1313_2405,,chromosome partitioning protein ParB
CLO1313_RS12190,Clo1313_2406,,DNA methylase N-4
CLO1313_RS12195,Clo1313_2407,,terminase
CLO1313_RS12200,Clo1313_2408,,HNH endonuclease
CLO1313_RS12205,Clo1313_2409,,hypothetical protein
CLO1313_RS12210,Clo1313_2410,,hypothetical protein
CLO1313_RS12215,Clo1313_2411,,VRR-NUC domain-containing protein
CLO1313_RS12220,Clo1313_2412,,HTH domain-containing protein
CLO1313_RS12225,Clo1313_2414,,ABC transporter ATP-binding protein
CLO1313_RS12230,Clo1313_2415,,ABC transporter permease
CLO1313_RS12235,Clo1313_2416,,sensor histidine kinase
CLO1313_RS12240,Clo1313_2417,,DNA-binding response regulator
CLO1313_RS12245,Clo1313_2418,,MBL fold metallo-hydrolase
CLO1313_RS12250,,,serine kinase
CLO1313_RS12255,,,hypothetical protein
CLO1313_RS12260,,,hypothetical protein
CLO1313_RS12265,Clo1313_2421,,hypothetical protein
CLO1313_RS12270,Clo1313_2422,,hypothetical protein
CLO1313_RS12275,,,recombinase
CLO1313_RS12280,Clo1313_2425,,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
CLO1313_RS12285,Clo1313_2426,,ABC transporter ATP-binding protein
CLO1313_RS12290,Clo1313_2427,,iron ABC transporter permease
CLO1313_RS12295,Clo1313_2428,,ABC transporter substrate-binding protein
CLO1313_RS12300,Clo1313_2429,,virion core protein (lumpy skin disease virus)
CLO1313_RS12305,Clo1313_2430,,M23 family peptidase
CLO1313_RS12310,Clo1313_2431,,hypothetical protein
CLO1313_RS12315,Clo1313_2432,yunB,sporulation protein YunB
CLO1313_RS12320,Clo1313_2433,,penicillin-binding protein 1A
CLO1313_RS12325,Clo1313_2434,,hypothetical protein
CLO1313_RS12330,Clo1313_2435,,efflux RND transporter periplasmic adaptor subunit
CLO1313_RS12335,Clo1313_2436,,ABC transporter ATP-binding protein
CLO1313_RS12340,Clo1313_2437,,TolC family protein
CLO1313_RS12345,Clo1313_2438,,TolC family protein
CLO1313_RS12350,Clo1313_2439,proB,glutamate 5-kinase
CLO1313_RS12355,Clo1313_2440,,hypothetical protein
CLO1313_RS12360,Clo1313_2441,,hypothetical protein
CLO1313_RS12365,Clo1313_2442,,hypothetical protein
CLO1313_RS12370,Clo1313_2443,,hypothetical protein
CLO1313_RS12375,Clo1313_2444,,rubrerythrin
CLO1313_RS12385,Clo1313_2445,,YdcF family protein
CLO1313_RS12390,Clo1313_2446,,ATP-dependent protease
CLO1313_RS12395,Clo1313_2447,rimI,ribosomal-protein-alanine N-acetyltransferase
CLO1313_RS12400,Clo1313_2448,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
CLO1313_RS12405,Clo1313_2449,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
CLO1313_RS12410,Clo1313_2450,,amidohydrolase
CLO1313_RS12415,Clo1313_2451,,copper amine oxidase
CLO1313_RS12420,Clo1313_2452,,hypothetical protein
CLO1313_RS12425,Clo1313_2453,,hypothetical protein
CLO1313_RS12430,Clo1313_2454,,hypothetical protein
CLO1313_RS12435,Clo1313_2455,,30S ribosomal protein S9
CLO1313_RS12440,Clo1313_2456,,50S ribosomal protein L13
CLO1313_RS12445,Clo1313_2457,,hypothetical protein
CLO1313_RS12450,Clo1313_2458,,DNA integrity scanning protein DisA
CLO1313_RS12455,Clo1313_2459,,DNA repair protein RadA
CLO1313_RS12460,Clo1313_2460,,glycoside hydrolase
CLO1313_RS12465,Clo1313_2461,,glycosyl transferase family 2
CLO1313_RS12470,Clo1313_2462,,ATP-dependent Clp protease ATP-binding subunit
CLO1313_RS12475,Clo1313_2463,,protein arginine kinase
CLO1313_RS12480,Clo1313_2464,,hypothetical protein
CLO1313_RS12485,Clo1313_2465,,CtsR family transcriptional regulator
CLO1313_RS12495,,,DUF1624 domain-containing protein
CLO1313_RS12500,Clo1313_2467,fusA,elongation factor G
CLO1313_RS12505,Clo1313_2468,aroF,3-deoxy-7-phosphoheptulonate synthase
CLO1313_RS12510,Clo1313_2469,,prephenate dehydrogenase/arogenate dehydrogenase family protein
CLO1313_RS12515,Clo1313_2470,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
CLO1313_RS12520,Clo1313_2471,,redox-sensing transcriptional repressor Rex
CLO1313_RS12525,Clo1313_2472,,ABC transporter ATP-binding protein
CLO1313_RS12530,Clo1313_2473,,glycosyl hydrolase
CLO1313_RS12535,Clo1313_2474,,ABC transporter ATP-binding protein
CLO1313_RS12540,Clo1313_2475,cbiQ,cobalt ECF transporter T component CbiQ
CLO1313_RS12545,Clo1313_2476,,cobalamin biosynthesis protein CbiM
CLO1313_RS12550,Clo1313_2477,cwlD,N-acetylmuramoyl-L-alanine amidase CwlD
CLO1313_RS12555,Clo1313_2478,,diguanylate cyclase response regulator
CLO1313_RS12560,Clo1313_2479,,hypothetical protein
CLO1313_RS15705,Clo1313_2480,,hypothetical protein
CLO1313_RS12570,Clo1313_2481,,hypothetical protein
CLO1313_RS12575,Clo1313_2482,,hypothetical protein
CLO1313_RS12580,Clo1313_2483,,RNA polymerase subunit sigma-24
CLO1313_RS12585,Clo1313_2484,,peptidase M56
CLO1313_RS12590,Clo1313_2485,,transcriptional regulator
